capturado_utc,puerto,frontera,puerto_nombre,cruce,clase,carril,estado,minutos,carriles_abiertos,hora_cbp,puerto_estado,sentido
2024-01-12T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,32,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,16,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,39,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,7,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,31,,SANDAG,,norte
2024-01-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,18,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,13,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,64,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,33,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,21,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,10,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,21,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-13T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,36,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,24,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,44,,SANDAG,,norte
2024-01-14T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,31,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,52,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,50,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,19,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,8,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,3,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,30,,SANDAG,,norte
2024-01-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,45,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,40,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,18,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,18,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,21,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,30,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,31,,SANDAG,,norte
2024-01-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,19,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,11,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,9,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,14,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,26,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,22,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,26,,SANDAG,,norte
2024-01-17T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,40,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,17,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,14,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,27,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,26,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,27,,SANDAG,,norte
2024-01-18T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,27,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,16,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,8,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,8,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,18,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,35,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,14,,SANDAG,,norte
2024-01-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,31,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,39,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,11,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,11,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,9,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,54,,SANDAG,,norte
2024-01-20T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,31,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,24,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,26,,SANDAG,,norte
2024-01-21T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,14,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,14,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,6,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,13,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,8,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,10,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,25,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,22,,SANDAG,,norte
2024-01-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,23,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,18,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,13,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,9,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,14,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,26,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,18,,SANDAG,,norte
2024-01-23T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,36,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,15,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,17,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,16,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,25,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,19,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,17,,SANDAG,,norte
2024-01-24T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,19,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,13,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,7,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,9,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,6,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,27,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,3,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,33,,SANDAG,,norte
2024-01-25T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,27,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,13,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,14,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,6,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,28,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,13,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,32,,SANDAG,,norte
2024-01-26T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,5,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,23,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,28,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,48,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,31,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-27T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,39,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,56,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,10,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,41,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,77,,SANDAG,,norte
2024-01-28T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,19,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,16,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,14,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,30,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,17,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,28,,SANDAG,,norte
2024-01-29T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,21,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,21,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,11,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,18,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,19,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,5,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,16,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,17,,SANDAG,,norte
2024-01-30T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,21,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,24,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,4,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,17,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,11,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,16,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,21,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,22,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,21,,SANDAG,,norte
2024-01-31T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,16,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,17,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,11,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,19,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,5,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,9,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,5,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,14,,SANDAG,,norte
2024-02-01T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,23,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,6,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,30,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,11,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,18,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,15,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,16,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,8,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2024-02-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,46,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,44,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,11,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,44,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,33,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,11,,SANDAG,,norte
2024-02-03T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,48,,SANDAG,,norte
